"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1091","visualizer","src/visualizer/HttpVisualizeHandler.java","3","161","Parameter 'arg2' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1092","visualizer","src/visualizer/HttpVisualizeHandler.java","3","161","The method 'handle' has a Cyclomatic Complexity of 54.","Code Size Rules","CyclomaticComplexity"
"1093","visualizer","src/visualizer/HttpVisualizeHandler.java","3","161","The method handle() has an NCSS line count of 177","Code Size Rules","NcssMethodCount"
"1094","visualizer","src/visualizer/HttpVisualizeHandler.java","3","161","The method handle() has an NPath complexity of 18616","Code Size Rules","NPathComplexity"
"1095","visualizer","src/visualizer/HttpVisualizeHandler.java","3","163","Local variable 'method' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1096","visualizer","src/visualizer/HttpVisualizeHandler.java","3","164","Local variable 'lang' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1097","visualizer","src/visualizer/HttpVisualizeHandler.java","5","166","Found 'DU'-anomaly for variable 'model' (lines '166'-'400').","Controversial Rules","DataflowAnomalyAnalysis"
"1098","visualizer","src/visualizer/HttpVisualizeHandler.java","5","169","Found 'DU'-anomaly for variable 'out' (lines '169'-'400').","Controversial Rules","DataflowAnomalyAnalysis"
"1099","visualizer","src/visualizer/HttpVisualizeHandler.java","3","174","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1100","visualizer","src/visualizer/HttpVisualizeHandler.java","3","175","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1101","visualizer","src/visualizer/HttpVisualizeHandler.java","3","177","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"1102","visualizer","src/visualizer/HttpVisualizeHandler.java","3","177","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1103","visualizer","src/visualizer/HttpVisualizeHandler.java","3","178","StringBuffer.append is called 11 consecutive times with literal Strings. Use a single append with a single String.","String and StringBuffer Rules","ConsecutiveLiteralAppends"
"1104","visualizer","src/visualizer/HttpVisualizeHandler.java","3","178","StringBuffer.append is called 3 consecutive times with literal Strings. Use a single append with a single String.","String and StringBuffer Rules","ConsecutiveLiteralAppends"
"1105","visualizer","src/visualizer/HttpVisualizeHandler.java","3","191","Avoid variables with short names like it","Naming Rules","ShortVariable"
"1106","visualizer","src/visualizer/HttpVisualizeHandler.java","3","195","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1107","visualizer","src/visualizer/HttpVisualizeHandler.java","3","201","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1108","visualizer","src/visualizer/HttpVisualizeHandler.java","3","206","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1109","visualizer","src/visualizer/HttpVisualizeHandler.java","3","207","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1110","visualizer","src/visualizer/HttpVisualizeHandler.java","3","212","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1111","visualizer","src/visualizer/HttpVisualizeHandler.java","3","220","Avoid variables with short names like os","Naming Rules","ShortVariable"
"1112","visualizer","src/visualizer/HttpVisualizeHandler.java","5","227","Found 'DD'-anomaly for variable 'visualizer' (lines '227'-'242').","Controversial Rules","DataflowAnomalyAnalysis"
"1113","visualizer","src/visualizer/HttpVisualizeHandler.java","5","227","Found 'DD'-anomaly for variable 'visualizer' (lines '227'-'277').","Controversial Rules","DataflowAnomalyAnalysis"
"1114","visualizer","src/visualizer/HttpVisualizeHandler.java","5","227","Found 'DD'-anomaly for variable 'visualizer' (lines '227'-'285').","Controversial Rules","DataflowAnomalyAnalysis"
"1115","visualizer","src/visualizer/HttpVisualizeHandler.java","5","229","Found 'DU'-anomaly for variable 'styleString' (lines '229'-'400').","Controversial Rules","DataflowAnomalyAnalysis"
"1116","visualizer","src/visualizer/HttpVisualizeHandler.java","5","230","Found 'DU'-anomaly for variable 'aModel' (lines '230'-'400').","Controversial Rules","DataflowAnomalyAnalysis"
"1117","visualizer","src/visualizer/HttpVisualizeHandler.java","3","235","The String literal 'arcs' appears 4 times in this file; the first occurrence is on line 235","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1118","visualizer","src/visualizer/HttpVisualizeHandler.java","3","243","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1119","visualizer","src/visualizer/HttpVisualizeHandler.java","3","247","This call to String.startsWith can be rewritten using String.charAt(0)","Optimization Rules","SimplifyStartsWith"
"1120","visualizer","src/visualizer/HttpVisualizeHandler.java","3","256","Avoid variables with short names like it","Naming Rules","ShortVariable"
"1121","visualizer","src/visualizer/HttpVisualizeHandler.java","3","271","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1122","visualizer","src/visualizer/HttpVisualizeHandler.java","3","272","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1123","visualizer","src/visualizer/HttpVisualizeHandler.java","3","277","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"1124","visualizer","src/visualizer/HttpVisualizeHandler.java","5","277","Found 'DD'-anomaly for variable 'visualizer' (lines '277'-'337').","Controversial Rules","DataflowAnomalyAnalysis"
"1125","visualizer","src/visualizer/HttpVisualizeHandler.java","5","277","Found 'DD'-anomaly for variable 'visualizer' (lines '277'-'339').","Controversial Rules","DataflowAnomalyAnalysis"
"1126","visualizer","src/visualizer/HttpVisualizeHandler.java","3","285","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1127","visualizer","src/visualizer/HttpVisualizeHandler.java","3","299","Avoid excessively long variable names like previousMaxLiteralLines","Naming Rules","LongVariable"
"1128","visualizer","src/visualizer/HttpVisualizeHandler.java","3","302","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1129","visualizer","src/visualizer/HttpVisualizeHandler.java","5","307","Found 'DD'-anomaly for variable 'ainfo' (lines '307'-'310').","Controversial Rules","DataflowAnomalyAnalysis"
"1130","visualizer","src/visualizer/HttpVisualizeHandler.java","3","313","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1131","visualizer","src/visualizer/HttpVisualizeHandler.java","3","318","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1132","visualizer","src/visualizer/HttpVisualizeHandler.java","3","333","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"1133","visualizer","src/visualizer/HttpVisualizeHandler.java","3","336","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"1134","visualizer","src/visualizer/HttpVisualizeHandler.java","3","337","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"1135","visualizer","src/visualizer/HttpVisualizeHandler.java","3","372","Avoid empty if statements","Basic Rules","EmptyIfStmt"
"1136","visualizer","src/visualizer/HttpVisualizeHandler.java","3","393","Avoid variables with short names like os","Naming Rules","ShortVariable"
"1137","visualizer","src/visualizer/HttpVisualizeHandler.java","3","395","The String literal 'UTF-8' appears 4 times in this file; the first occurrence is on line 395","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1138","visualizer","src/visualizer/HttpVisualizeHandler.java","3","407","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1139","visualizer","src/visualizer/HttpVisualizeHandler.java","3","407","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1140","visualizer","src/visualizer/HttpVisualizeHandler.java","3","430","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1141","visualizer","src/visualizer/HttpVisualizeHandler.java","3","430","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1142","visualizer","src/visualizer/HttpVisualizeHandler.java","1","430","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"1143","visualizer","src/visualizer/HttpVisualizeHandler.java","3","431","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1144","visualizer","src/visualizer/HttpVisualizeHandler.java","3","431","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1145","visualizer","src/visualizer/HttpVisualizeHandler.java","3","432","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1146","visualizer","src/visualizer/HttpVisualizeHandler.java","5","454","Found 'DD'-anomaly for variable 'uri' (lines '454'-'457').","Controversial Rules","DataflowAnomalyAnalysis"
"1147","visualizer","src/visualizer/HttpVisualizeHandler.java","5","456","Found 'DD'-anomaly for variable 'uri' (lines '456'-'457').","Controversial Rules","DataflowAnomalyAnalysis"
"1148","visualizer","src/visualizer/HttpVisualizeHandler.java","3","458","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1149","visualizer","src/visualizer/HttpVisualizeHandler.java","3","459","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1150","visualizer","src/visualizer/HttpVisualizeHandler.java","3","462","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1151","visualizer","src/visualizer/HttpVisualizeHandler.java","3","481","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1152","visualizer","src/visualizer/HttpVisualizeHandler.java","3","490","Avoid variables with short names like o","Naming Rules","ShortVariable"
"1153","visualizer","src/visualizer/HttpVisualizeHandler.java","3","499","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1154","visualizer","src/visualizer/HttpVisualizeServer.java","3","47","The field name indicates a constant but its modifiers do not","Naming Rules","SuspiciousConstantFieldName"
"1155","visualizer","src/visualizer/HttpVisualizeServer.java","3","47","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1156","visualizer","src/visualizer/HttpVisualizeServer.java","1","47","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"1157","visualizer","src/visualizer/HttpVisualizeServer.java","1","47","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"1158","visualizer","src/visualizer/HttpVisualizeServer.java","3","48","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1159","visualizer","src/visualizer/HttpVisualizeServer.java","1","48","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"1160","visualizer","src/visualizer/HttpVisualizeServer.java","3","49","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1161","visualizer","src/visualizer/HttpVisualizeServer.java","1","49","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"1162","visualizer","src/visualizer/HttpVisualizeServer.java","3","50","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1163","visualizer","src/visualizer/HttpVisualizeServer.java","1","50","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"1164","visualizer","src/visualizer/HttpVisualizeServer.java","3","51","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1165","visualizer","src/visualizer/HttpVisualizeServer.java","3","63","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1166","visualizer","src/visualizer/HttpVisualizeServer.java","3","63","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1167","visualizer","src/visualizer/HttpVisualizeServer.java","3","63","Parameter 'directory' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1168","visualizer","src/visualizer/HttpVisualizeServer.java","3","63","Parameter 'port' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1169","visualizer","src/visualizer/HttpVisualizeServer.java","1","66","Overridable method 'open' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"1170","visualizer","src/visualizer/HttpVisualizeServer.java","3","75","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1171","visualizer","src/visualizer/HttpVisualizeServer.java","3","75","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1172","visualizer","src/visualizer/HttpVisualizeServer.java","3","75","Parameter 'directory' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1173","visualizer","src/visualizer/HttpVisualizeServer.java","3","83","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1174","visualizer","src/visualizer/HttpVisualizeServer.java","3","83","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1175","visualizer","src/visualizer/HttpVisualizeServer.java","3","83","Use block level rather than method level synchronization","Design Rules","AvoidSynchronizedAtMethodLevel"
"1176","visualizer","src/visualizer/HttpVisualizeServer.java","3","88","Local variable 'listener' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1177","visualizer","src/visualizer/HttpVisualizeServer.java","1","100","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"1178","visualizer","src/visualizer/HttpVisualizeServer.java","3","107","Use block level rather than method level synchronization","Design Rules","AvoidSynchronizedAtMethodLevel"
"1179","visualizer","src/visualizer/HttpVisualizeServer.java","3","110","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"1180","visualizer","src/visualizer/HttpVisualizeServer.java","3","117","An empty statement (semicolon) not part of a loop","Basic Rules","EmptyStatementNotInLoop"
"1181","visualizer","src/visualizer/HttpVisualizeServer.java","3","123","An empty statement (semicolon) not part of a loop","Basic Rules","EmptyStatementNotInLoop"
"1182","visualizer","src/visualizer/HttpVisualizeServer.java","3","125","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"1183","visualizer","src/visualizer/HttpVisualizeServer.java","3","136","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1184","visualizer","src/visualizer/HttpVisualizeServer.java","3","136","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1185","visualizer","src/visualizer/HttpVisualizeServer.java","3","136","Parameter 'argv' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1186","visualizer","src/visualizer/HttpVisualizeServer.java","2","138","System.out.print is used","Java Logging Rules","SystemPrintln"
"1187","visualizer","src/visualizer/HttpVisualizeServer.java","3","139","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1188","visualizer","src/visualizer/HttpVisualizeServer.java","3","141","Local variable 'directory' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1189","visualizer","src/visualizer/HttpVisualizeServer.java","2","143","System.out.print is used","Java Logging Rules","SystemPrintln"
"1190","visualizer","src/visualizer/HttpVisualizeServer.java","2","147","System.out.print is used","Java Logging Rules","SystemPrintln"
"1191","visualizer","src/visualizer/HttpVisualizeServer.java","3","152","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1192","visualizer","src/visualizer/ModelToSVG.java","3","52","The class 'ModelToSVG' has a Cyclomatic Complexity of 3 (Highest = 13).","Code Size Rules","CyclomaticComplexity"
"1193","visualizer","src/visualizer/ModelToSVG.java","3","54","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"1194","visualizer","src/visualizer/ModelToSVG.java","3","54","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"1195","visualizer","src/visualizer/ModelToSVG.java","3","54","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"1196","visualizer","src/visualizer/ModelToSVG.java","3","57","Parameter 'aGraph' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1197","visualizer","src/visualizer/ModelToSVG.java","3","57","Parameter 'nodeFilter' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1198","visualizer","src/visualizer/ModelToSVG.java","3","57","Parameter 'out' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1199","visualizer","src/visualizer/ModelToSVG.java","3","57","Parameter 'pageInfo' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1200","visualizer","src/visualizer/ModelToSVG.java","3","66","Parameter 'aGraph' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1201","visualizer","src/visualizer/ModelToSVG.java","3","66","The method 'position' has a Cyclomatic Complexity of 13.","Code Size Rules","CyclomaticComplexity"
"1202","visualizer","src/visualizer/ModelToSVG.java","3","68","Local variable 'allowableMin' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1203","visualizer","src/visualizer/ModelToSVG.java","3","69","Local variable 'allowableMax' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1204","visualizer","src/visualizer/ModelToSVG.java","3","72","Local variable 'columns' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1205","visualizer","src/visualizer/ModelToSVG.java","5","73","Found 'DU'-anomaly for variable 'xSpacing' (lines '73'-'129').","Controversial Rules","DataflowAnomalyAnalysis"
"1206","visualizer","src/visualizer/ModelToSVG.java","3","73","Local variable 'xSpacing' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1207","visualizer","src/visualizer/ModelToSVG.java","5","75","Found 'DD'-anomaly for variable 'columnEnds' (lines '75'-'78').","Controversial Rules","DataflowAnomalyAnalysis"
"1208","visualizer","src/visualizer/ModelToSVG.java","3","77","Avoid using for statements without curly braces","Braces Rules","ForLoopsMustUseBraces"
"1209","visualizer","src/visualizer/ModelToSVG.java","5","78","Found 'DD'-anomaly for variable 'columnEnds' (lines '78'-'78').","Controversial Rules","DataflowAnomalyAnalysis"
"1210","visualizer","src/visualizer/ModelToSVG.java","3","84","Avoid variables with short names like it","Naming Rules","ShortVariable"
"1211","visualizer","src/visualizer/ModelToSVG.java","3","84","Local variable 'it' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1212","visualizer","src/visualizer/ModelToSVG.java","3","88","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1213","visualizer","src/visualizer/ModelToSVG.java","3","89","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1214","visualizer","src/visualizer/ModelToSVG.java","3","93","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1215","visualizer","src/visualizer/ModelToSVG.java","3","95","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1216","visualizer","src/visualizer/ModelToSVG.java","3","97","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1217","visualizer","src/visualizer/ModelToSVG.java","3","99","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1218","visualizer","src/visualizer/ModelToSVG.java","3","101","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1219","visualizer","src/visualizer/ModelToSVG.java","3","103","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"1220","visualizer","src/visualizer/ModelToSVG.java","5","114","Found 'DU'-anomaly for variable 'columnEnds' (lines '114'-'129').","Controversial Rules","DataflowAnomalyAnalysis"
"1221","visualizer","src/visualizer/ModelToSVG.java","5","116","Found 'DU'-anomaly for variable 'columnEnds' (lines '116'-'129').","Controversial Rules","DataflowAnomalyAnalysis"
"1222","visualizer","src/visualizer/ModelToSVG.java","3","133","Avoid variables with short names like it","Naming Rules","ShortVariable"
"1223","visualizer","src/visualizer/NodeToSVG.java","3","49","The class 'NodeToSVG' has a Cyclomatic Complexity of 5 (Highest = 35).","Code Size Rules","CyclomaticComplexity"
"1224","visualizer","src/visualizer/NodeToSVG.java","3","49","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"1225","visualizer","src/visualizer/NodeToSVG.java","3","50","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"1226","visualizer","src/visualizer/NodeToSVG.java","3","50","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"1227","visualizer","src/visualizer/NodeToSVG.java","3","50","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1228","visualizer","src/visualizer/NodeToSVG.java","3","51","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"1229","visualizer","src/visualizer/NodeToSVG.java","3","51","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"1230","visualizer","src/visualizer/NodeToSVG.java","3","51","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1231","visualizer","src/visualizer/NodeToSVG.java","3","55","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"1232","visualizer","src/visualizer/NodeToSVG.java","3","55","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"1233","visualizer","src/visualizer/NodeToSVG.java","3","62","Parameter 'out' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1234","visualizer","src/visualizer/NodeToSVG.java","3","62","Parameter 'pageInfo' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1235","visualizer","src/visualizer/NodeToSVG.java","3","70","Parameter 'out' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1236","visualizer","src/visualizer/NodeToSVG.java","3","70","Parameter 'pageInfo' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1237","visualizer","src/visualizer/NodeToSVG.java","3","79","Parameter 'out' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1238","visualizer","src/visualizer/NodeToSVG.java","3","106","Local variable 'nodeInfo' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1239","visualizer","src/visualizer/NodeToSVG.java","3","108","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1240","visualizer","src/visualizer/NodeToSVG.java","3","110","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1241","visualizer","src/visualizer/NodeToSVG.java","3","126","Local variable 'positionedNode' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1242","visualizer","src/visualizer/NodeToSVG.java","3","154","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"1243","visualizer","src/visualizer/NodeToSVG.java","3","156","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"1244","visualizer","src/visualizer/NodeToSVG.java","3","166","Too many fields","Code Size Rules","TooManyFields"
"1245","visualizer","src/visualizer/NodeToSVG.java","3","168","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1246","visualizer","src/visualizer/NodeToSVG.java","3","170","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"1247","visualizer","src/visualizer/NodeToSVG.java","3","178","Avoid excessively long variable names like maxLiteralLineLength","Naming Rules","LongVariable"
"1248","visualizer","src/visualizer/NodeToSVG.java","3","181","Avoid excessively long variable names like subheadingFontSize","Naming Rules","LongVariable"
"1249","visualizer","src/visualizer/NodeToSVG.java","3","182","Avoid excessively long variable names like literalsToHighlight","Naming Rules","LongVariable"
"1250","visualizer","src/visualizer/NodeToSVG.java","3","184","Avoid excessively long variable names like ignoreTagsInLiterals","Naming Rules","LongVariable"
"1251","visualizer","src/visualizer/NodeToSVG.java","3","188","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"1252","visualizer","src/visualizer/NodeToSVG.java","3","188","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"1253","visualizer","src/visualizer/NodeToSVG.java","3","197","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1254","visualizer","src/visualizer/NodeToSVG.java","3","199","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1255","visualizer","src/visualizer/NodeToSVG.java","3","202","Local variable 'arcs' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1256","visualizer","src/visualizer/NodeToSVG.java","3","204","Local variable 'arcInfo' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1257","visualizer","src/visualizer/NodeToSVG.java","3","206","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1258","visualizer","src/visualizer/NodeToSVG.java","3","206","Local variable 'positionedArc' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1259","visualizer","src/visualizer/NodeToSVG.java","3","216","The method 'subgraph' has a Cyclomatic Complexity of 16.","Code Size Rules","CyclomaticComplexity"
"1260","visualizer","src/visualizer/NodeToSVG.java","3","216","The method subgraph() has an NPath complexity of 234","Code Size Rules","NPathComplexity"
"1261","visualizer","src/visualizer/NodeToSVG.java","3","218","Avoid excessively long variable names like arcsPerNodeAtNextLevel","Naming Rules","LongVariable"
"1262","visualizer","src/visualizer/NodeToSVG.java","3","222","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1263","visualizer","src/visualizer/NodeToSVG.java","3","225","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1264","visualizer","src/visualizer/NodeToSVG.java","5","226","Found 'DU'-anomaly for variable 'arcsPerNodeAtNextLevel' (lines '226'-'288').","Controversial Rules","DataflowAnomalyAnalysis"
"1265","visualizer","src/visualizer/NodeToSVG.java","5","234","Found 'DD'-anomaly for variable 'arcCount' (lines '234'-'245').","Controversial Rules","DataflowAnomalyAnalysis"
"1266","visualizer","src/visualizer/NodeToSVG.java","3","241","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"1267","visualizer","src/visualizer/NodeToSVG.java","5","245","Found 'DD'-anomaly for variable 'arcCount' (lines '245'-'245').","Controversial Rules","DataflowAnomalyAnalysis"
"1268","visualizer","src/visualizer/NodeToSVG.java","5","245","Found 'DU'-anomaly for variable 'arcCount' (lines '245'-'288').","Controversial Rules","DataflowAnomalyAnalysis"
"1269","visualizer","src/visualizer/NodeToSVG.java","3","248","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1270","visualizer","src/visualizer/NodeToSVG.java","3","253","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1271","visualizer","src/visualizer/NodeToSVG.java","3","257","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1272","visualizer","src/visualizer/NodeToSVG.java","3","276","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1273","visualizer","src/visualizer/NodeToSVG.java","3","282","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1274","visualizer","src/visualizer/NodeToSVG.java","5","294","Found 'DU'-anomaly for variable 'arrivingY' (lines '294'-'321').","Controversial Rules","DataflowAnomalyAnalysis"
"1275","visualizer","src/visualizer/NodeToSVG.java","5","295","Found 'DU'-anomaly for variable 'departingY' (lines '295'-'321').","Controversial Rules","DataflowAnomalyAnalysis"
